#,DEX,ID,NAME,FAST,CHARGE,Fast DPS,Charge DPS,Useless,Weave DPS,Fast%,NOTES,OFF %,DEF %, ,Comb Rank,DPS,OFF TDO,OFF TDO %,DEF TDO,DEF TDO %,EHP,MAX CP,,Comb Rank_1,EHP_1,DPS_1,OFF TDO_1,,Comb Rank_3,EHP_3,DPS_3,OFF TDO_3
137,19,20,Rattata (Alola),Quick Attack,Shadow Ball,4.0,9.7,,7.5,38%,,94%,96%,,4419,7.5,54,7.5%,50,10.0%,38,734,,4702,38,4.0,29,,4364,38,7.5,54
138,20,21,Raticate,Bite,Dig,5.9,9.2,,7.8,41%,,69%,73%,,3382,7.8,139,19.3%,117,23.2%,92,1730,,3506,92,7.8,139,,3341,92,7.8,139
139,20,21,Raticate,Bite,Hyper Fang,5.9,16.4,,10.1,60%,,88%,88%,,2999,10.1,179,24.8%,139,27.8%,92,1730,,3073,92,10.1,179,,2896,92,10.1,179
140,20,21,Raticate,Bite,Hyper Beam,5.9,20.3,,10.5,68%,,91%,100%,,2775,10.5,186,25.8%,159,31.7%,92,1730,,3012,92,10.5,186,,2834,92,10.5,186
141,20,21,Raticate,Quick Attack,Dig,5.6,9.2,,8.0,33%,,70%,78%,,3309,8.0,142,19.8%,125,24.8%,92,1730,,3462,92,8.0,142,,3297,92,8.0,142
142,20,21,Raticate,Quick Attack,Hyper Fang,5.6,16.4,,10.9,52%,,95%,90%,,2890,10.9,193,26.7%,143,28.4%,92,1730,,2928,92,10.9,193,,2743,92,10.9,193
143,20,21,Raticate,Quick Attack,Hyper Beam,5.6,20.3,,11.4,61%,,100%,91%,,2801,11.4,203,28.2%,145,28.9%,92,1730,,2810,92,11.4,203,,2619,92,11.4,203
144,20,22,Raticate (Alola),Bite,Crunch,6.0,9.7,,8.2,41%,,84%,82%,,2818,8.2,192,26.6%,150,30.0%,122,1705,,2936,122,8.2,192,,2748,122,8.2,192
145,20,22,Raticate (Alola),Bite,Hyper Fang,6.0,14.0,,9.1,61%,,94%,88%,,2579,9.1,214,29.7%,161,32.0%,122,1705,,2700,122,9.1,214,,2510,122,9.1,214
146,20,22,Raticate (Alola),Bite,Hyper Beam,6.0,17.4,,9.5,69%,,98%,100%,,2349,9.5,224,31.0%,183,36.5%,122,1705,,2622,122,9.5,224,,2413,122,9.5,224
147,20,22,Raticate (Alola),Quick Attack,Crunch,4.9,9.7,,8.1,33%,,83%,88%,,2720,8.1,191,26.4%,162,32.2%,122,1705,,2950,122,8.1,191,,2770,122,8.1,191
148,20,22,Raticate (Alola),Quick Attack,Hyper Fang,4.9,14.0,,9.2,53%,,95%,85%,,2607,9.2,217,30.1%,155,30.9%,122,1705,,2682,122,9.2,217,,2485,122,9.2,217
149,20,22,Raticate (Alola),Quick Attack,Hyper Beam,4.9,17.4,,9.7,61%,,100%,86%,,2521,9.7,229,31.8%,158,31.4%,122,1705,,2579,122,9.7,229,,2335,122,9.7,229
150,21,23,Spearow,Peck,Aerial Ace,4.1,8.6,,7.3,30%,,76%,73%,,4454,7.3,54,7.4%,45,9.0%,38,798,,4472,38,7.3,54,,4373,38,7.3,54
151,21,23,Spearow,Peck,Drill Peck,4.1,9.7,,8.0,31%,,83%,80%,,4402,8.0,59,8.2%,49,9.9%,38,798,,4382,38,8.0,59,,4267,38,8.0,59
152,21,23,Spearow,Peck,Twister,4.1,5.1,,4.9,24%,LEGACY,51%,49%,,4668,4.9,36,5.0%,30,6.0%,38,798,,4673,38,4.9,36,,4617,38,4.9,36
153,21,23,Spearow,Peck,Sky Attack,4.1,14.8,,9.2,52%,,96%,99%,,4204,9.2,68,9.4%,61,12.3%,38,798,,4267,38,9.2,68,,4141,38,9.2,68
154,21,23,Spearow,Quick Attack,Aerial Ace,4.2,8.6,,7.4,28%,,77%,73%,,4451,7.4,54,7.6%,45,9.0%,38,798,,4463,38,7.4,54,,4359,38,7.4,54
155,21,23,Spearow,Quick Attack,Drill Peck,4.2,9.7,,8.1,29%,,85%,80%,,4376,8.1,60,8.3%,50,9.9%,38,798,,4370,38,8.1,60,,4253,38,8.1,60
156,21,23,Spearow,Quick Attack,Twister,4.2,5.1,,4.9,22%,LEGACY,51%,48%,,4669,4.9,36,5.0%,30,6.0%,38,798,,4672,38,4.9,36,,4613,38,4.9,36
157,21,23,Spearow,Quick Attack,Sky Attack,4.2,14.8,,9.6,49%,,100%,100%,,4184,9.6,71,9.8%,62,12.4%,38,798,,4241,38,9.6,71,,4106,38,9.6,71
158,22,24,Fearow,Peck,Aerial Ace,6.2,13.2,,10.1,44%,,80%,87%,,2757,10.1,191,26.5%,157,31.4%,98,1997,,2948,98,10.1,191,,2767,98,10.1,191
159,22,24,Fearow,Peck,Drill Run,6.2,13.7,,9.8,52%,,78%,79%,,2922,9.8,184,25.6%,144,28.7%,98,1997,,3026,98,9.8,184,,2850,98,9.8,184
160,22,24,Fearow,Peck,Twister,6.2,7.8,,7.2,39%,LEGACY,57%,60%,,3431,7.2,135,18.7%,109,21.8%,98,1997,,3536,98,7.2,135,,3382,98,7.2,135
161,22,24,Fearow,Peck,Sky Attack,6.2,22.8,,12.6,61%,,100%,98%,,2319,12.6,237,32.9%,178,35.4%,98,1997,,2490,98,12.6,237,,2266,98,12.6,237
162,22,24,Fearow,Steel Wing,Aerial Ace,7.1,13.2,,10.2,49%,,81%,87%,,2745,10.2,192,26.7%,158,31.5%,98,1997,,2929,98,10.2,192,,3030,98,8.9,168
163,22,24,Fearow,Steel Wing,Drill Run,7.1,13.7,,9.9,57%,,79%,80%,,2898,9.9,187,25.9%,146,29.1%,98,1997,,2992,98,9.9,187,,3124,98,8.4,158
164,22,24,Fearow,Steel Wing,Twister,7.1,7.8,,7.5,44%,LEGACY,59%,60%,,3414,7.5,141,19.5%,108,21.6%,98,1997,,3489,98,7.5,141,,3547,98,6.3,119
165,22,24,Fearow,Steel Wing,Sky Attack,7.1,22.8,,12.4,66%,,98%,100%,,2302,12.4,234,32.4%,182,36.3%,98,1997,,2542,98,12.4,234,,2648,98,10.7,201
166,23,25,Ekans,Poison Sting,Wrap,3.7,6.4,,5.6,31%,,67%,65%,,4426,5.6,57,7.9%,48,9.5%,53,927,,4443,53,5.6,57,,4330,53,5.6,57
167,23,25,Ekans,Poison Sting,Sludge Bomb,3.7,12.7,,8.0,52%,,97%,97%,,3997,8.0,82,11.3%,71,14.2%,53,927,,4080,53,8.0,82,,3951,53,8.0,82
168,23,25,Ekans,Poison Sting,Gunk Shot,3.7,15.3,,7.9,65%,LEGACY,95%,97%,,4010,7.9,80,11.1%,71,14.2%,53,927,,4116,53,7.9,80,,3972,53,7.9,80
169,23,25,Ekans,Poison Sting,Poison Fang,3.7,7.6,,5.7,48%,,69%,57%,,4449,5.7,59,8.1%,42,8.4%,53,927,,4400,53,5.7,59,,4283,53,5.7,59
170,23,25,Ekans,Acid,Wrap,4.6,6.4,,5.8,33%,,70%,68%,,4395,5.8,59,8.2%,50,10.0%,53,927,,4378,53,5.8,59,,4261,53,5.8,59
171,23,25,Ekans,Acid,Sludge Bomb,4.6,12.7,,8.3,55%,,100%,100%,,3955,8.3,85,11.7%,74,14.7%,53,927,,4047,53,8.3,85,,3916,53,8.3,85
172,23,25,Ekans,Acid,Gunk Shot,4.6,15.3,,8.2,67%,LEGACY,99%,89%,,4044,8.2,83,11.6%,65,13.0%,53,927,,4058,53,8.2,83,,3926,53,8.2,83
173,23,25,Ekans,Acid,Poison Fang,4.6,7.6,,6.1,50%,,74%,61%,,4416,6.1,62,8.6%,45,9.0%,53,927,,4349,53,6.1,62,,4227,53,6.1,62
174,24,26,Arbok,Bite,Dark Pulse,6.1,11.9,,8.6,56%,,77%,77%,,3056,8.6,175,24.3%,133,26.6%,106,1921,,3120,106,8.6,175,,2949,106,8.6,175
175,24,26,Arbok,Bite,Sludge Wave,6.1,18.3,,9.4,73%,,83%,86%,,2824,9.4,191,26.5%,150,29.9%,106,1921,,2947,106,9.4,191,,2766,106,9.4,191
176,24,26,Arbok,Bite,Gunk Shot,6.1,22.3,,10.4,73%,,92%,100%,,2499,10.4,211,29.3%,174,34.6%,106,1921,,2738,106,10.4,211,,2542,106,10.4,211
177,24,26,Arbok,Bite,Acid Spray,6.1,3.7,,5.0,56%,,54%,31%,,3887,6.1,123,17.1%,54,10.8%,106,1921,,3639,106,6.1,123,,3508,106,6.1,123
178,24,26,Arbok,Acid,Dark Pulse,6.5,11.9,,9.1,52%,,81%,78%,,3000,9.1,185,25.6%,135,27.0%,106,1921,,3025,106,9.1,185,,2848,106,9.1,185
179,24,26,Arbok,Acid,Sludge Wave,6.5,18.3,,10.1,69%,,90%,78%,,2875,10.1,206,28.6%,135,26.9%,106,1921,,2786,106,10.1,206,,2583,106,10.1,206
180,24,26,Arbok,Acid,Gunk Shot,6.5,22.3,,11.3,70%,,100%,88%,,2559,11.3,229,31.8%,152,30.3%,106,1921,,2580,106,11.3,229,,2336,106,11.3,229
181,24,26,Arbok,Acid,Acid Spray,6.5,3.7,1,5.1,52%,,57%,36%,,3759,6.5,132,18.2%,63,12.6%,106,1921,,3559,106,6.5,132,,3407,106,6.5,132
182,24,26,Arbok,Dragon Tail,Dark Pulse,6.4,11.9,,8.9,55%,,79%,79%,,3001,8.9,181,25.0%,138,27.5%,106,1921,,3064,106,8.9,181,,2884,106,8.9,181
183,24,26,Arbok,Dragon Tail,Sludge Wave,6.4,18.3,,9.8,72%,,87%,80%,,2881,9.8,199,27.5%,139,27.8%,106,1921,,2852,106,9.8,199,,2670,106,9.8,199
184,24,26,Arbok,Dragon Tail,Gunk Shot,6.4,22.3,,10.8,73%,,96%,89%,,2597,10.8,219,30.4%,155,31.0%,106,1921,,2662,106,10.8,219,,2463,106,10.8,219
185,24,26,Arbok,Dragon Tail,Acid Spray,6.4,3.7,,5.2,55%,,57%,40%,,3717,6.4,131,18.1%,70,14.0%,106,1921,,3585,106,6.4,131,,3427,106,6.4,131
186,25,27,Pikachu,Thunder Shock,Discharge,3.8,9.7,,7.7,34%,,89%,83%,,4072,7.7,78,10.8%,66,13.2%,53,938,,4146,53,7.7,78,,3493,53,12.4,125
187,25,27,Pikachu,Thunder Shock,Surf,3.8,11.8,,7.1,58%,EVENT,82%,72%,,4210,7.1,72,10.0%,58,11.5%,53,938,,4226,53,7.1,72,,4165,53,6.6,67
188,25,27,Pikachu,Thunder Shock,Thunderbolt,3.8,11.9,,8.1,47%,,93%,91%,,3988,8.1,81,11.3%,73,14.5%,53,938,,4082,53,8.1,81,,3430,53,12.9,130
189,25,27,Pikachu,Thunder Shock,Thunder,3.8,15.4,,7.5,68%,LEGACY,86%,73%,,4185,7.5,76,10.5%,59,11.7%,53,938,,4188,53,7.5,76,,3528,53,12.0,121
190,25,27,Pikachu,Thunder Shock,Wild Charge,3.8,12.9,,8.7,46%,,100%,100%,,3877,8.7,88,12.2%,80,15.9%,53,938,,4015,53,8.7,88,,3332,53,13.9,140
191,25,27,Pikachu,Quick Attack,Discharge,3.6,9.7,,7.6,34%,,88%,86%,,4053,7.6,77,10.7%,69,13.8%,53,938,,4162,53,7.6,77,,3593,53,11.4,116
192,25,27,Pikachu,Quick Attack,Surf,3.6,11.8,,7.0,59%,EVENT,80%,68%,,4257,7.0,70,9.8%,54,10.9%,53,938,,4246,53,7.0,70,,4397,53,5.2,52
193,25,27,Pikachu,Quick Attack,Thunderbolt,3.6,11.9,,7.9,48%,,91%,87%,,4025,7.9,80,11.1%,70,13.9%,53,938,,4117,53,7.9,80,,3562,53,11.6,117
194,25,27,Pikachu,Quick Attack,Thunder,3.6,15.4,,7.3,69%,LEGACY,84%,67%,,4239,7.3,74,10.2%,54,10.8%,53,938,,4208,53,7.3,74,,3736,53,10.1,102
195,25,27,Pikachu,Quick Attack,Wild Charge,3.6,12.9,,8.5,47%,,98%,96%,,3919,8.5,86,11.9%,77,15.3%,53,938,,4029,53,8.5,86,,3469,53,12.6,127
196,25,27,Pikachu,Present,Discharge,1.6,9.7,,7.2,31%,EVENT,83%,89%,,4063,7.2,73,10.1%,71,14.1%,53,938,,4219,53,7.2,73,,3615,53,11.2,114
197,25,27,Pikachu,Present,Surf,1.6,11.8,,6.2,55%,LEGACY+TM,71%,63%,,4353,6.2,62,8.6%,51,10.1%,53,938,,4346,53,6.2,62,,4560,53,4.2,42
198,25,27,Pikachu,Present,Thunderbolt,1.6,11.9,,7.4,44%,EVENT,85%,83%,,4100,7.4,74,10.3%,67,13.3%,53,938,,4199,53,7.4,74,,3605,53,11.4,115
199,25,27,Pikachu,Present,Thunder,1.6,15.4,,6.4,65%,LEGACY+TM,73%,64%,,4319,6.4,64,8.9%,51,10.2%,53,938,,4317,53,6.4,64,,3799,53,9.6,96
200,25,27,Pikachu,Present,Wild Charge,1.6,12.9,,8.0,43%,EVENT,92%,92%,,3986,8.0,81,11.2%,74,14.7%,53,938,,4100,53,8.0,81,,3489,53,12.4,126
201,26,28,Raichu,Thunder Shock,Brick Break,5.7,12.6,,9.0,52%,LEGACY,68%,53%,,3128,9.0,182,25.2%,119,23.8%,105,2182,,2286,105,12.7,255,,2483,105,10.8,217
202,26,28,Raichu,Thunder Shock,Thunder Punch,5.7,15.1,,10.6,48%,LEGACY,79%,66%,,2684,10.6,212,29.4%,150,30.0%,105,2182,,2721,105,10.6,212,,1400,105,16.9,340
203,26,28,Raichu,Thunder Shock,Thunder,5.7,25.2,,11.4,71%,LEGACY,86%,61%,,2692,11.4,229,31.8%,138,27.5%,105,2182,,2576,105,11.4,229,,1208,105,18.2,367
204,26,28,Raichu,Thunder Shock,Wild Charge,5.7,21.0,,13.3,50%,LEGACY+TM,100%,87%,,1973,13.3,267,37.1%,197,39.3%,105,2182,,2191,105,13.3,267,,835,105,21.3,428
205,26,28,Raichu,Spark,Brick Break,5.8,12.6,,9.0,52%,,68%,52%,,3129,9.0,182,25.2%,119,23.7%,105,2182,,2299,105,12.6,254,,2475,105,10.8,218
206,26,28,Raichu,Spark,Thunder Punch,5.8,15.1,,10.5,49%,,79%,66%,,2702,10.5,212,29.4%,149,29.7%,105,2182,,2723,105,10.5,212,,1403,105,16.9,339
207,26,28,Raichu,Spark,Thunder,5.8,25.2,,11.4,71%,LEGACY,85%,61%,,2660,11.4,228,31.7%,140,27.8%,105,2182,,2585,105,11.4,228,,1216,105,18.2,365
208,26,28,Raichu,Spark,Wild Charge,5.8,21.0,,13.2,51%,,100%,86%,,1979,13.2,266,36.9%,196,39.1%,105,2182,,2194,105,13.2,266,,852,105,21.2,426
209,26,28,Raichu,Volt Switch,Brick Break,5.5,12.6,,8.7,55%,,66%,61%,,3023,8.7,175,24.3%,139,27.7%,105,2182,,2408,105,12.1,244,,2529,105,10.5,212
210,26,28,Raichu,Volt Switch,Thunder Punch,5.5,15.1,,10.2,51%,,76%,74%,,2566,10.2,204,28.4%,169,33.6%,105,2182,,2796,105,10.2,204,,1485,105,16.3,327
211,26,28,Raichu,Volt Switch,Thunder,5.5,25.2,,10.8,73%,LEGACY+TM,81%,80%,,2402,10.8,217,30.1%,182,36.3%,105,2182,,2686,105,10.8,217,,1333,105,17.2,347
212,26,28,Raichu,Volt Switch,Wild Charge,5.5,21.0,,12.7,53%,,96%,100%,,1833,12.7,256,35.5%,227,45.3%,105,2182,,2279,105,12.7,256,,950,105,20.4,409
213,26,29,Raichu (Alola),Volt Switch,Psychic,5.7,22.5,,10.7,70%,,78%,78%,,2337,10.7,219,30.4%,187,37.3%,106,2286,,2658,106,10.7,219,,1963,106,13.1,269
214,26,29,Raichu (Alola),Volt Switch,Thunder Punch,5.7,15.7,,10.5,52%,,77%,74%,,2442,10.5,215,29.9%,177,35.3%,106,2286,,2696,106,10.5,215,,1354,106,16.8,345
215,26,29,Raichu (Alola),Volt Switch,Wild Charge,5.7,21.8,,13.2,54%,,96%,100%,,1660,13.2,270,37.4%,239,47.6%,106,2286,,2156,106,13.2,270,,821,106,21.1,431
216,26,29,Raichu (Alola),Spark,Psychic,6.0,22.5,,11.3,68%,,82%,60%,,2620,11.3,230,31.9%,143,28.6%,106,2286,,2569,106,11.3,230,,1853,106,13.7,280
217,26,29,Raichu (Alola),Spark,Thunder Punch,6.0,15.7,,10.9,49%,,80%,65%,,2564,10.9,223,30.9%,156,31.0%,106,2286,,2628,106,10.9,223,,1264,106,17.4,357
218,26,29,Raichu (Alola),Spark,Wild Charge,6.0,21.8,,13.7,51%,,100%,86%,,1862,13.7,280,38.9%,205,40.8%,106,2286,,2064,106,13.7,280,,715,106,21.9,449
219,27,30,Sandshrew,Scratch,Dig,4.9,8.9,,7.3,39%,,100%,88%,,3668,7.3,108,15.0%,92,18.4%,77,1261,,3772,77,7.3,108,,4146,48,7.3,68
220,27,30,Sandshrew,Scratch,Rock Slide,4.9,10.2,,7.2,56%,,99%,75%,,3769,7.2,107,14.8%,79,15.8%,77,1261,,3793,77,7.2,107,,4162,48,7.2,67
221,27,30,Sandshrew,Scratch,Rock Tomb,4.9,7.6,,6.2,51%,LEGACY,85%,64%,,3976,6.2,92,12.8%,67,13.4%,77,1261,,3958,77,6.2,92,,4317,48,6.2,58
222,27,30,Sandshrew,Scratch,Sand Tomb,4.9,8.3,,6.8,44%,,93%,77%,,3787,6.8,101,14.0%,81,16.2%,77,1261,,3858,77,6.8,101,,4217,48,6.8,63
223,27,30,Sandshrew,Mud Shot,Dig,4.1,8.9,,7.3,33%,,100%,100%,,3581,7.3,108,15.0%,105,20.9%,77,1261,,3785,77,7.3,108,,4154,48,7.3,67
224,27,30,Sandshrew,Mud Shot,Rock Slide,4.1,10.2,,7.2,50%,,98%,85%,,3697,7.2,106,14.8%,89,17.8%,77,1261,,3805,77,7.2,106,,4167,48,7.2,66
225,27,30,Sandshrew,Mud Shot,Rock Tomb,4.1,7.6,,6.0,45%,LEGACY,83%,71%,,3914,6.0,89,12.4%,75,15.0%,77,1261,,3987,77,6.0,89,,4343,48,6.0,56
226,27,30,Sandshrew,Mud Shot,Sand Tomb,4.1,8.3,,6.7,38%,,92%,87%,,3716,6.7,100,13.8%,92,18.3%,77,1261,,3867,77,6.7,100,,4225,48,6.7,62
227,27,31,Sandshrew (Alola),Metal Claw,Blizzard,5.2,17.2,,9.0,69%,,100%,100%,,3482,9.0,141,19.6%,100,19.9%,82,1293,,2608,131,9.0,226,,3883,82,5.6,88
228,27,31,Sandshrew (Alola),Metal Claw,Gyro Ball,5.2,10.0,,7.8,47%,,87%,100%,,3557,7.8,122,16.9%,100,19.9%,82,1293,,2881,131,7.8,195,,4030,82,4.8,76
229,27,31,Sandshrew (Alola),Metal Claw,Night Slash,5.2,7.8,,6.6,46%,,74%,79%,,3781,6.6,104,14.5%,79,15.8%,82,1293,,3202,131,6.6,167,,3859,82,5.7,90
230,27,31,Sandshrew (Alola),Powder Snow,Blizzard,2.9,17.2,,8.4,62%,,94%,97%,,3534,8.4,132,18.3%,97,19.3%,82,1293,,2737,131,8.4,211,,3940,82,5.2,82
231,27,31,Sandshrew (Alola),Powder Snow,Gyro Ball,2.9,10.0,,7.2,39%,,80%,97%,,3609,7.2,113,15.7%,96,19.2%,82,1293,,3053,131,7.2,181,,4107,82,4.5,71
232,27,31,Sandshrew (Alola),Powder Snow,Night Slash,2.9,7.8,,5.9,38%,,66%,75%,,3885,5.9,93,13.0%,75,15.0%,82,1293,,3403,131,5.9,150,,3892,82,5.5,87
233,28,32,Sandslash,Metal Claw,Earthquake,6.0,19.2,,10.4,67%,,100%,92%,,2126,10.4,272,37.7%,175,34.9%,137,2374,,2139,137,10.4,272,,3267,85,8.8,145
234,28,32,Sandslash,Metal Claw,Rock Tomb,6.0,10.6,,8.3,51%,,80%,80%,,2623,8.3,217,30.1%,152,30.3%,137,2374,,2684,137,8.3,217,,3576,85,7.1,117
235,28,32,Sandslash,Metal Claw,Bulldoze,6.0,13.2,,9.7,49%,,94%,100%,,2075,9.7,256,35.5%,191,38.1%,137,2374,,2280,137,9.7,256,,3300,85,8.6,142
236,28,32,Sandslash,Mud Shot,Earthquake,5.4,19.2,,10.3,65%,,100%,89%,,2189,10.3,271,37.6%,171,34.1%,137,2374,,2147,137,10.3,271,,3017,85,10.3,169
237,28,32,Sandslash,Mud Shot,Rock Tomb,5.4,10.6,,8.1,48%,,78%,78%,,2700,8.1,213,29.5%,149,29.6%,137,2374,,2713,137,8.1,213,,3393,85,8.1,133
238,28,32,Sandslash,Mud Shot,Bulldoze,5.4,13.2,,9.7,46%,,93%,99%,,2102,9.7,254,35.2%,189,37.7%,137,2374,,2300,137,9.7,254,,3119,85,9.7,159
239,28,33,Sandslash (Alola),Metal Claw,Blizzard,6.9,23.5,,11.7,71%,,100%,96%,,1579,11.7,339,47.0%,202,40.3%,150,2432,,324,240,11.7,542,,2535,150,7.3,212
240,28,33,Sandslash (Alola),Metal Claw,Gyro Ball,6.9,13.7,,10.2,51%,,87%,97%,,1805,10.2,295,40.9%,204,40.7%,150,2432,,565,240,10.2,472,,2849,150,6.4,185
241,28,33,Sandslash (Alola),Metal Claw,Bulldoze,6.9,10.8,,8.9,49%,,76%,84%,,2220,8.9,256,35.5%,176,35.0%,150,2432,,968,240,8.9,410,,2464,150,7.6,219
242,28,33,Sandslash (Alola),Powder Snow,Blizzard,3.8,23.5,,11.0,64%,,94%,100%,,1619,11.0,317,44.0%,210,41.9%,150,2432,,436,240,11.0,507,,2676,150,6.9,198
243,28,33,Sandslash (Alola),Powder Snow,Gyro Ball,3.8,13.7,,9.5,43%,,81%,99%,,1869,9.5,273,37.9%,209,41.6%,150,2432,,745,240,9.5,437,,2999,150,5.9,171
244,28,33,Sandslash (Alola),Powder Snow,Bulldoze,3.8,10.8,,7.9,41%,,67%,84%,,2387,7.9,229,31.7%,176,35.2%,150,2432,,1325,240,7.9,366,,2534,150,7.3,212
245,29,34,Nidoran F,Bite,Poison Fang,3.8,6.2,,5.0,52%,,74%,53%,,4474,5.0,60,8.4%,37,7.3%,63,816,,4366,63,5.0,60,,4248,63,5.0,60
246,29,34,Nidoran F,Bite,Body Slam,3.8,6.6,,5.2,48%,,79%,59%,,4436,5.2,64,8.8%,41,8.1%,63,816,,4327,63,5.2,64,,4206,63,5.2,64
247,29,34,Nidoran F,Bite,Sludge Bomb,3.8,10.3,,6.7,56%,,100%,84%,,4142,6.7,81,11.2%,58,11.6%,63,816,,4095,63,6.7,81,,3961,63,6.7,81
248,29,34,Nidoran F,Poison Sting,Poison Fang,3.2,6.2,,4.8,47%,,72%,59%,,4455,4.8,58,8.1%,41,8.3%,63,816,,4422,63,4.8,58,,4303,63,4.8,58
249,29,34,Nidoran F,Poison Sting,Body Slam,3.2,6.6,,5.1,44%,,77%,67%,,4411,5.1,62,8.6%,46,9.3%,63,816,,4350,63,5.1,62,,4228,63,5.1,62
250,29,34,Nidoran F,Poison Sting,Sludge Bomb,3.2,10.3,,6.7,51%,,100%,100%,,4024,6.7,81,11.2%,70,13.9%,63,816,,4101,63,6.7,81,,3963,63,6.7,81
251,30,35,Nidorina,Bite,Poison Fang,4.7,8.0,,6.1,57%,,74%,55%,,3835,6.1,110,15.3%,69,13.8%,94,1309,,3750,94,6.1,110,,3650,94,6.1,110
252,30,35,Nidorina,Bite,Dig,4.7,6.9,,6.1,39%,,73%,72%,,3674,6.1,110,15.2%,91,18.1%,94,1309,,3757,94,6.1,110,,3662,94,6.1,110
253,30,35,Nidorina,Bite,Sludge Bomb,4.7,13.4,,8.1,61%,,98%,88%,,3387,8.1,147,20.3%,111,22.1%,94,1309,,3421,94,8.1,147,,3250,94,8.1,147
254,30,35,Nidorina,Poison Sting,Poison Fang,3.9,8.0,,5.9,50%,,72%,62%,,3770,5.9,108,14.9%,79,15.7%,94,1309,,3786,94,5.9,108,,3685,94,5.9,108
255,30,35,Nidorina,Poison Sting,Dig,3.9,6.9,,5.9,33%,,72%,81%,,3600,5.9,108,14.9%,102,20.4%,94,1309,,3787,94,5.9,108,,3686,94,5.9,108
256,30,35,Nidorina,Poison Sting,Sludge Bomb,3.9,13.4,,8.2,54%,,100%,100%,,3255,8.2,149,20.7%,126,25.1%,94,1309,,3404,94,8.2,149,,3217,94,8.2,149
257,31,36,Nidoqueen,Poison Jab,Earthquake,7.6,19.0,,11.1,69%,,95%,77%,,1567,11.1,328,45.5%,212,42.2%,154,2488,,1624,154,11.1,328,,2596,96,11.1,205
258,31,36,Nidoqueen,Poison Jab,Sludge Wave,7.6,19.6,,11.0,72%,,93%,74%,,1626,11.0,324,45.0%,204,40.6%,154,2488,,1653,154,11.0,324,,2625,96,11.0,203
259,31,36,Nidoqueen,Poison Jab,Stone Edge,7.6,20.5,,10.4,78%,,89%,65%,,1902,10.4,308,42.7%,179,35.8%,154,2488,,1811,154,10.4,308,,2744,96,10.4,193
260,31,36,Nidoqueen,Poison Jab,Earth Power,7.6,15.9,,11.7,50%,,100%,96%,,1152,11.7,347,48.1%,265,52.8%,154,2488,,1498,154,11.7,347,,2488,96,11.7,217
261,31,36,Nidoqueen,Bite,Earthquake,6.4,19.0,,10.1,71%,,86%,84%,,1566,10.1,298,41.3%,233,46.5%,154,2488,,1915,154,10.1,298,,2828,96,10.1,186
262,31,36,Nidoqueen,Bite,Sludge Wave,6.4,19.6,,9.9,74%,,84%,81%,,1657,9.9,293,40.6%,223,44.4%,154,2488,,1957,154,9.9,293,,2862,96,9.9,183
263,31,36,Nidoqueen,Bite,Stone Edge,6.4,20.5,,9.3,80%,,79%,69%,,1978,9.3,275,38.2%,190,37.9%,154,2488,,2110,154,9.3,275,,2987,96,9.3,172
264,31,36,Nidoqueen,Bite,Earth Power,6.4,15.9,,10.9,52%,,93%,100%,,1181,10.9,324,44.9%,276,55.0%,154,2488,,1670,154,10.9,324,,2630,96,10.9,202
265,32,37,Nidoran M,Peck,Horn Attack,3.4,6.4,,5.1,44%,,64%,55%,,4556,5.1,49,6.8%,39,7.7%,50,860,,4536,50,5.1,49,,4450,50,5.1,49
266,32,37,Nidoran M,Peck,Body Slam,3.4,7.8,,5.9,43%,,74%,66%,,4435,5.9,56,7.8%,46,9.3%,50,860,,4449,50,5.9,56,,4337,50,5.9,56
267,32,37,Nidoran M,Peck,Sludge Bomb,3.4,12.2,,7.7,52%,,96%,100%,,4060,7.7,73,10.2%,70,14.0%,50,860,,4209,50,7.7,73,,4066,50,7.7,73
268,32,37,Nidoran M,Poison Sting,Horn Attack,3.6,6.4,,5.3,42%,,66%,51%,,4588,5.3,50,7.0%,36,7.2%,50,860,,4511,50,5.3,50,,4425,50,5.3,50
269,32,37,Nidoran M,Poison Sting,Body Slam,3.6,7.8,,6.1,41%,,76%,61%,,4445,6.1,58,8.1%,43,8.6%,50,860,,4419,50,6.1,58,,4300,50,6.1,58
270,32,37,Nidoran M,Poison Sting,Sludge Bomb,3.6,12.2,,8.0,49%,,100%,92%,,4099,8.0,77,10.6%,65,13.0%,50,860,,4170,50,8.0,77,,4025,50,8.0,77
271,33,38,Nidorino,Poison Jab,Horn Attack,6.0,8.1,,7.0,52%,,71%,59%,,3772,7.0,109,15.2%,77,15.3%,81,1393,,3758,81,7.0,109,,3664,81,7.0,109
272,33,38,Nidorino,Poison Jab,Dig,6.0,8.0,,7.3,36%,,73%,80%,,3564,7.3,113,15.7%,104,20.8%,81,1393,,3723,81,7.3,113,,3618,81,7.3,113
273,33,38,Nidorino,Poison Jab,Sludge Bomb,6.0,15.4,,10.0,58%,,100%,97%,,3219,10.0,155,21.5%,128,25.4%,81,1393,,3347,81,10.0,155,,3163,81,10.0,155
274,33,38,Nidorino,Poison Sting,Horn Attack,4.4,8.1,,6.3,47%,,64%,55%,,3879,6.3,99,13.7%,72,14.4%,81,1393,,3873,81,6.3,99,,3775,81,6.3,99
